hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
41,386.6355,26,67.2468,3.2102,11.7144,0.1209,0.0137,0.0048,0.0022,0.1678
42,655.1121,43,65.6376,2.829,11.555,0.6728,0.0092,0.0062,0.0021,0.1238
43,928.4,60,64.6273,3.0159,12.0096,5.9198,0.0175,0.0063,0.0025,0.1442
44,182.3884,12,65.7937,3.1901,12.691,0.1158,0.0091,0.0041,0.0014,0.1245
45,445.3207,29,65.1216,2.9879,11.0721,3.9544,0.0088,0.0057,0.0018,0.2079
46,703.46,45,63.9695,3.4201,12.0344,0.2182,0.0122,0.0062,0.0024,0.1977
47,957.4035,61,63.714,3.3953,12.0274,0.3803,0.0095,0.0061,0.002,0.3052
48,56.2844,3,53.3007,3.118,12.53,0.5067,0.013,0.0054,0.0016,0.2282
49,731.5623,47,64.2461,3.1943,11.1936,0.2591,0.0126,0.0063,0.0013,0.252
50,418.909,27,64.4531,2.9972,10.69,0.123,0.0087,0.0046,0.0012,0.1517
51,11.396,1,87.7501,0.0,0.0,0.2224,0.2573,0.0068,0.0,0.0
52,499.3398,32,64.0846,3.1357,9.8238,0.1435,0.011,0.0053,0.0013,0.3024
53,520.2107,34,65.3581,3.6974,12.1299,0.642,0.0096,0.0056,0.0013,0.2536
54,775.2523,50,64.4951,2.7633,11.3217,0.1932,0.0102,0.0059,0.0022,0.1945
55,209.6995,14,66.7622,3.0723,11.0672,0.5209,0.0131,0.0066,0.0013,0.2991
56,73.0836,5,68.4148,3.143,10.8035,0.2249,0.01,0.0063,0.001,0.171
57,10.8802,1,91.9101,0.0,0.0,1.0917,0.0077,0.0071,0.0,0.0
58,10.9489,1,91.3334,0.0,0.0,0.4385,0.0079,0.0052,0.0,0.0
59,13.7667,1,72.639,0.0,0.0,3.6536,0.0081,0.0062,0.0,0.0
60,11.2419,1,88.9529,0.0,0.0,0.4319,0.0062,0.0061,0.0,0.0
61,10.7861,1,92.7119,0.0,0.0,0.9036,0.0149,0.0072,0.0,0.0
62,11.1183,1,89.9418,0.0,0.0,0.586,0.0103,0.0055,0.0,0.0
63,72.3387,5,69.1193,3.2734,11.2581,0.1128,0.0088,0.0043,0.0014,0.199
64,374.4069,24,64.1014,3.1795,11.67,0.2861,0.0182,0.009,0.0013,0.1929
65,626.3196,40,63.8652,2.9895,12.0555,0.497,0.0098,0.0056,0.0021,0.2119
66,885.368,56,63.2505,3.0727,12.1326,5.7877,0.0135,0.0087,0.0016,0.4849
67,140.6249,8,56.8889,2.9955,11.7822,7.0316,0.0116,0.0063,0.0015,0.2137
68,84.9279,6,70.6482,3.3393,10.9645,0.3298,0.0099,0.0052,0.0012,0.2133
69,348.4083,22,63.1443,3.0316,11.6123,7.1665,0.0145,0.0073,0.0016,0.2213
70,10.8165,1,92.4513,0.0,0.0,1.1356,0.0071,0.0056,0.0,0.0
71,11.3229,1,88.3166,0.0,0.0,1.1938,0.0322,0.0076,0.0,0.0
72,11.3813,1,87.8634,0.0,0.0,8.6841,0.0131,0.0067,0.0,0.0
73,10.9793,1,91.0805,0.0,0.0,0.8468,0.0079,0.0053,0.0,0.0
74,11.1796,1,89.4486,0.0,0.0,1.0998,0.009,0.0069,0.0,0.0
75,10.8267,1,92.3642,0.0,0.0,0.9197,0.0062,0.0054,0.0,0.0
76,83.076,6,72.223,3.186,11.2602,0.1376,0.0087,0.0057,0.0019,0.1882
77,149.8699,10,66.7245,2.8378,12.8786,0.1407,0.0083,0.0044,0.002,0.2135
78,89.555,7,78.1643,2.8227,12.4645,0.4453,0.0112,0.005,0.0011,0.2038
79,10.6965,1,93.4885,0.0,0.0,0.2832,0.0051,0.0046,0.0,0.0
80,11.1802,1,89.4438,0.0,0.0,0.3332,0.0056,0.0054,0.0,0.0
81,11.0698,1,90.3359,0.0,0.0,7.0493,0.0113,0.0071,0.0,0.0
82,86.9341,6,69.0178,2.8453,12.3647,0.3787,0.0108,0.0064,0.0013,0.172
83,80.0746,4,49.9534,3.1481,11.5327,2.4534,0.0093,0.0057,0.001,0.1754
84,11.0373,1,90.6019,0.0,0.0,0.7357,0.0085,0.0053,0.0,0.0
85,17.2238,1,58.0592,0.0,0.0,0.9236,0.0072,0.0061,0.0,0.0
86,11.2482,1,88.9031,0.0,0.0,1.1667,0.008,0.0058,0.0,0.0
87,103.9751,7,67.3238,3.1169,12.6995,0.9562,0.0118,0.0068,0.0013,0.2747
88,455.1786,29,63.7113,2.9868,11.2763,3.7947,0.0094,0.0066,0.0012,0.2177
89,101.135,8,79.1022,2.9878,11.5154,0.1179,0.0081,0.0051,0.0016,0.2194
90,125.1425,8,63.9271,2.8521,8.5802,2.2908,0.0101,0.0062,0.0021,0.1856
91,258.4735,17,65.7708,2.8068,11.3548,0.1736,0.0085,0.0058,0.0014,0.6452
92,72.1411,4,55.4469,2.6874,12.0967,0.1222,0.0077,0.0044,0.0014,0.1779
93,11.2687,1,88.7414,0.0,0.0,0.4626,0.006,0.0055,0.0,0.0
94,90.0217,6,66.6506,2.7144,11.8355,0.324,0.0126,0.0063,0.0011,0.1676
95,130.1325,8,61.4758,2.6378,12.5846,5.4434,0.011,0.0068,0.0021,0.2084
96,383.5606,24,62.5716,2.3436,8.4613,5.1667,0.3149,0.0061,0.0022,0.1703
97,11.2258,1,89.0805,0.0,0.0,7.6108,0.0143,0.0072,0.0,0.0
98,61.6424,5,81.113,2.615,11.3269,0.1239,0.0192,0.0063,0.0017,0.2624
99,324.7024,22,67.7543,2.878,11.4991,0.1598,0.095,0.0068,0.0023,0.1822
100,140.4012,9,64.102,2.7455,12.6587,0.6831,0.0098,0.0055,0.0017,0.2258
101,387.1878,26,67.1509,2.8759,9.0335,0.1546,0.0093,0.0057,0.0015,0.1625
102,644.5877,42,65.1579,3.4767,8.449,1.0498,0.0089,0.0052,0.0018,0.0717
