epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,2510.6,1.10397,0.54949,0.00598,0.96061,0.93804,0.97319,0.74499,0.90084,0.3499,0.00498,0.00106738,0.00106738,0.00106738
111,2534.67,1.1088,0.54793,0.0061,0.96619,0.93431,0.97363,0.74843,0.88243,0.35076,0.00506,0.00106188,0.00106188,0.00106188
112,2558.03,1.09895,0.54067,0.006,0.95408,0.94036,0.97168,0.74204,0.8996,0.35522,0.00494,0.00105638,0.00105638,0.00105638
113,2580.53,1.11001,0.54813,0.00618,0.95141,0.93928,0.97127,0.73314,0.92988,0.37443,0.00545,0.00105088,0.00105088,0.00105088
114,2604.19,1.09319,0.53812,0.006,0.96187,0.94374,0.97495,0.74386,0.90494,0.35494,0.00515,0.00104538,0.00104538,0.00104538
115,2627.87,1.09687,0.54201,0.00588,0.95612,0.94521,0.97416,0.75613,0.86615,0.3467,0.00499,0.00103987,0.00103987,0.00103987
116,2649.8,1.08053,0.52867,0.00603,0.96574,0.93583,0.97281,0.73808,0.90692,0.35246,0.00513,0.00103437,0.00103437,0.00103437
117,2671.88,1.10669,0.54155,0.00613,0.96092,0.93535,0.97142,0.7411,0.90327,0.36595,0.00526,0.00102887,0.00102887,0.00102887
118,2693.91,1.08943,0.54013,0.00592,0.9646,0.94073,0.97442,0.7358,0.93794,0.35907,0.00546,0.00102337,0.00102337,0.00102337
119,2716.05,1.09192,0.53723,0.00599,0.95832,0.94126,0.97195,0.74902,0.87528,0.35618,0.00486,0.00101787,0.00101787,0.00101787
120,2738.08,1.09252,0.53852,0.006,0.95872,0.94487,0.97308,0.75231,0.87813,0.35775,0.00499,0.00101237,0.00101237,0.00101237
121,2761.04,1.09052,0.5501,0.00602,0.96485,0.94159,0.97379,0.74906,0.88631,0.34428,0.00506,0.00100687,0.00100687,0.00100687
122,2783.71,1.10216,0.54432,0.00607,0.96467,0.94161,0.97228,0.74115,0.90661,0.36251,0.00514,0.00100137,0.00100137,0.00100137
123,2806.06,1.08706,0.53258,0.00616,0.96267,0.9391,0.9728,0.73973,0.91672,0.35798,0.00535,0.000995866,0.000995866,0.000995866
124,2828.15,1.09296,0.54004,0.00586,0.96046,0.93784,0.97221,0.75196,0.874,0.35372,0.00495,0.000990365,0.000990365,0.000990365
125,2850.44,1.08451,0.52975,0.00592,0.95844,0.94291,0.97401,0.75006,0.88496,0.34853,0.00504,0.000984864,0.000984864,0.000984864
126,2873,1.08983,0.54324,0.00612,0.95956,0.94577,0.97501,0.75637,0.86621,0.33463,0.00498,0.000979362,0.000979362,0.000979362
