epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
282,48703.8,0.5274,0.23034,0.00222,0.97946,0.96387,0.98526,0.85384,0.57418,0.21881,0.00254,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,48876.2,0.52881,0.23463,0.00222,0.97866,0.96396,0.98525,0.85353,0.57405,0.2188,0.00254,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,49044.5,0.52369,0.22946,0.00222,0.97928,0.96368,0.98535,0.85429,0.57373,0.2188,0.00254,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,49216.4,0.52732,0.23155,0.0022,0.97848,0.96489,0.98535,0.85404,0.57425,0.21848,0.00254,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,49386,0.52803,0.23034,0.0022,0.97885,0.9633,0.98527,0.85423,0.57399,0.21917,0.00254,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,49558.9,0.52199,0.22581,0.00219,0.97693,0.96505,0.98525,0.85402,0.57356,0.21955,0.00254,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,49728.5,0.52655,0.2281,0.00218,0.97952,0.9634,0.98531,0.85458,0.57262,0.21832,0.00253,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,49898.5,0.51768,0.22381,0.00219,0.97697,0.96569,0.98531,0.8544,0.57329,0.21816,0.00254,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,50067.7,0.52091,0.2263,0.00217,0.97734,0.96487,0.98535,0.85437,0.57303,0.21888,0.00254,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,50224,0.42294,0.159,0.00193,0.97679,0.9663,0.98535,0.8544,0.57224,0.21814,0.00253,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,50378.1,0.41727,0.15704,0.00189,0.97738,0.96577,0.98533,0.85431,0.57268,0.21842,0.00253,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,50529.4,0.41727,0.15514,0.00186,0.97665,0.9653,0.98535,0.8544,0.57244,0.21888,0.00253,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,50685.1,0.41189,0.15534,0.00185,0.97659,0.96599,0.98537,0.85446,0.57207,0.21848,0.00253,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,50840.9,0.40939,0.15228,0.00184,0.97748,0.96487,0.98539,0.85461,0.57179,0.21816,0.00253,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,50993.9,0.40559,0.15062,0.00181,0.97874,0.96388,0.98536,0.85467,0.57225,0.21811,0.00253,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,51146.1,0.40708,0.15146,0.00181,0.97642,0.96566,0.98534,0.85469,0.57155,0.21808,0.00253,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,51301.3,0.40251,0.15025,0.0018,0.97685,0.96534,0.98536,0.85452,0.57103,0.21798,0.00253,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,51453,0.40349,0.1509,0.00181,0.97759,0.96485,0.98539,0.85462,0.571,0.21761,0.00252,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,51604.5,0.40116,0.14844,0.00179,0.97734,0.96543,0.98534,0.85434,0.57097,0.21769,0.00252,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
